transaction_id,client_id,transaction_amount,transaction_date,country
31981,16,438000,12/31/2023,CHINA
31982,19,442000,5/26/2023,BRAZIL
31983,44,1597000,10/22/2023,BRAZIL
31984,40,1700000,3/18/2023,GERMANY
31985,40,516000,1/16/2024,INDIA
31986,71,911000,5/7/2023,INDIA
31987,18,875000,5/22/2023,JAPAN
31988,38,1611000,5/16/2023,INDIA
31989,40,1828000,9/16/2023,CHINA
31990,29,325000,10/5/2024,FRANCE
31991,60,788000,5/18/2023,FRANCE
31992,50,566000,10/12/2024,BRAZIL
31993,61,1243000,9/6/2023,JAPAN
31994,39,17000,10/9/2023,CHINA
31995,75,265000,9/27/2024,BRAZIL
31996,71,1904000,5/15/2024,CHINA
31997,15,1575000,12/3/2024,INDIA
31998,15,881000,9/6/2023,INDIA
31999,10,86000,12/29/2024,GERMANY
32000,20,26000,11/6/2024,ISRAEL
32001,71,1951000,12/14/2023,INDIA
32002,75,1630000,9/14/2024,FRANCE
32003,16,1102000,4/28/2024,BRAZIL
32004,26,499000,9/3/2023,SPAIN
32005,28,1557000,7/18/2023,ISRAEL
32006,8,1978000,11/24/2023,JAPAN
32007,62,770000,2/29/2024,INDIA
32008,62,1681000,2/15/2024,INDIA
32009,74,1350000,12/28/2024,CANADA
32010,10,1000,2/29/2024,BRAZIL
32011,11,970000,10/5/2023,GERMANY
32012,36,295000,5/11/2023,BRAZIL
32013,65,359000,7/17/2023,GERMANY
32014,69,698000,9/15/2023,BRAZIL
32015,74,1721000,11/12/2024,ISRAEL
32016,25,384000,5/9/2024,JAPAN
32017,63,1848000,6/1/2023,BRAZIL
32018,54,1221000,5/21/2023,ISRAEL
32019,10,781000,1/10/2024,CHINA
32020,36,561000,11/23/2024,JAPAN
32021,64,404000,5/15/2023,BRAZIL
32022,11,1581000,12/19/2024,FRANCE
32023,23,1402000,6/26/2024,CANADA
32024,55,1898000,9/11/2023,BRAZIL
32025,75,1869000,5/12/2023,ISRAEL
32026,22,1734000,11/26/2024,ISRAEL
32027,32,1940000,1/14/2024,SPAIN
32028,19,260000,3/5/2023,ISRAEL
32029,37,275000,5/1/2024,BRAZIL
32030,48,542000,10/4/2023,SPAIN
32031,60,1429000,5/26/2024,FRANCE
32032,15,1923000,10/21/2023,CANADA
32033,69,1485000,9/19/2024,BRAZIL
32034,33,111000,4/23/2024,BRAZIL
32035,1,929000,4/29/2023,BRAZIL
32036,11,1859000,11/9/2023,GERMANY
32037,64,396000,10/31/2024,JAPAN
32038,5,1610000,4/4/2023,CHINA
32039,48,24000,4/14/2024,JAPAN
32040,57,93000,7/15/2024,BRAZIL
32041,57,334000,10/11/2023,GERMANY
32042,20,637000,8/8/2023,GERMANY
32043,60,994000,2/20/2023,BRAZIL
32044,33,1042000,10/4/2023,ISRAEL
32045,67,711000,12/17/2024,JAPAN
32046,43,460000,7/8/2023,INDIA
32047,44,1395000,4/14/2024,CANADA
32048,5,1405000,6/26/2023,ISRAEL
32049,12,120000,4/28/2023,GERMANY
32050,39,297000,10/17/2023,ISRAEL
32051,7,856000,9/7/2024,JAPAN
32052,70,788000,7/23/2024,INDIA
32053,65,955000,4/6/2023,BRAZIL
32054,68,1375000,9/16/2024,SPAIN
32055,7,1975000,6/2/2024,ISRAEL
32056,47,246000,10/2/2024,CHINA
32057,61,243000,3/31/2024,BRAZIL
32058,41,161000,7/26/2024,CANADA
32059,25,1233000,4/20/2023,GERMANY
32060,3,1693000,8/18/2024,BRAZIL
32061,36,671000,7/2/2024,SPAIN
32062,51,1422000,6/18/2024,INDIA
32063,27,1954000,3/15/2024,GERMANY
32064,30,620000,12/5/2024,FRANCE
32065,55,70000,5/16/2024,CHINA
32066,29,1263000,5/17/2023,SPAIN
32067,27,445000,9/17/2024,CANADA
32068,74,912000,6/30/2023,JAPAN
32069,56,1755000,3/23/2023,JAPAN
32070,43,662000,10/16/2024,FRANCE
32071,16,1139000,6/26/2024,SPAIN
32072,10,1682000,12/28/2023,CHINA
32073,24,729000,8/1/2023,BRAZIL
32074,47,975000,7/3/2024,CANADA
32075,18,1020000,10/3/2023,JAPAN
32076,34,1073000,9/28/2023,CANADA
32077,8,263000,3/25/2024,SPAIN
32078,15,1633000,12/25/2023,FRANCE
32079,51,1963000,7/7/2024,ISRAEL
32080,56,1291000,1/13/2025,INDIA
32081,37,323000,6/2/2023,CANADA
32082,43,396000,9/19/2023,FRANCE
32083,51,1085000,4/13/2024,JAPAN
32084,43,1380000,3/12/2024,JAPAN
32085,73,89000,5/16/2023,SPAIN
32086,32,187000,11/30/2023,FRANCE
32087,9,489000,4/28/2024,INDIA
32088,32,155000,5/25/2023,CANADA
32089,37,92000,12/1/2023,CANADA
32090,31,915000,9/19/2024,FRANCE
32091,44,176000,3/20/2024,ISRAEL
32092,72,171000,3/28/2024,CANADA
32093,20,1194000,7/30/2024,ISRAEL
32094,59,257000,3/24/2024,BRAZIL
32095,41,428000,11/24/2023,INDIA
32096,34,1702000,11/24/2023,SPAIN
32097,60,75000,12/14/2024,BRAZIL
32098,22,189000,8/7/2023,BRAZIL
32099,70,1427000,1/4/2024,BRAZIL
32100,40,1818000,12/30/2024,INDIA
32101,71,801000,8/9/2023,ISRAEL
32102,71,444000,6/12/2023,INDIA
32103,59,1188000,1/4/2025,SPAIN
32104,24,895000,8/15/2023,INDIA
32105,62,568000,5/11/2024,INDIA
32106,25,808000,8/27/2023,JAPAN
32107,73,1367000,3/22/2023,GERMANY
32108,40,581000,9/27/2023,SPAIN
32109,4,326000,2/21/2024,BRAZIL
32110,19,41000,6/19/2024,FRANCE
32111,19,912000,3/17/2024,INDIA
32112,2,1177000,12/4/2024,JAPAN
32113,23,330000,6/24/2024,INDIA
32114,13,1470000,12/21/2024,JAPAN
32115,45,1084000,8/2/2023,ISRAEL
32116,8,1056000,6/29/2023,SPAIN
32117,70,367000,12/5/2024,ISRAEL
32118,14,1699000,1/8/2024,GERMANY
32119,25,401000,12/3/2023,JAPAN
32120,14,248000,9/24/2023,ISRAEL
32121,20,1081000,2/24/2023,INDIA
32122,37,123000,8/23/2023,INDIA
32123,42,656000,4/6/2023,CANADA
32124,53,1901000,7/11/2024,CHINA
32125,12,1893000,10/4/2024,CHINA
32126,69,1126000,10/30/2024,CHINA
32127,64,356000,10/26/2023,INDIA
32128,13,1200000,3/22/2023,SPAIN
32129,39,236000,5/20/2023,SPAIN
32130,57,11000,10/18/2023,CANADA
32131,7,1731000,3/14/2024,FRANCE
32132,24,1136000,9/25/2023,GERMANY
32133,50,959000,7/20/2023,SPAIN
32134,34,1804000,4/20/2023,GERMANY
32135,69,10000,6/5/2023,GERMANY
32136,69,356000,11/11/2024,JAPAN
32137,50,59000,6/29/2024,FRANCE
32138,10,1432000,10/26/2023,GERMANY
32139,58,1476000,2/19/2023,BRAZIL
32140,24,558000,9/27/2023,SPAIN
32141,49,1365000,5/4/2024,BRAZIL
32142,21,451000,5/18/2024,JAPAN
32143,54,115000,2/29/2024,INDIA
32144,69,1592000,9/16/2024,BRAZIL
32145,24,1501000,8/10/2024,CHINA
32146,47,1039000,11/25/2024,INDIA
32147,55,1220000,1/9/2024,GERMANY
32148,44,1752000,9/25/2023,CHINA
32149,68,1133000,4/20/2024,SPAIN
32150,21,101000,10/14/2023,GERMANY
32151,68,990000,3/16/2024,CANADA
32152,38,1007000,5/23/2024,SPAIN
32153,39,1994000,3/28/2024,CHINA
32154,68,1642000,9/26/2023,INDIA
32155,45,353000,10/2/2023,JAPAN
32156,75,1796000,4/27/2023,SPAIN
32157,54,912000,11/25/2024,CANADA
32158,6,1645000,11/26/2024,FRANCE
32159,6,1386000,7/2/2023,FRANCE
32160,20,1068000,8/20/2024,JAPAN
32161,68,1065000,4/27/2024,BRAZIL
32162,7,1606000,5/30/2023,JAPAN
32163,9,156000,3/23/2023,CANADA
32164,65,564000,1/25/2024,INDIA
32165,38,373000,8/9/2024,JAPAN
32166,32,776000,1/11/2024,SPAIN
32167,63,1143000,1/5/2025,FRANCE
32168,47,1459000,4/19/2024,ISRAEL
32169,73,1233000,8/5/2023,SPAIN
32170,16,622000,8/20/2024,JAPAN
32171,2,771000,9/18/2024,JAPAN
32172,31,875000,8/15/2023,SPAIN
32173,46,1107000,11/9/2023,ISRAEL
32174,25,512000,12/24/2023,CANADA
32175,1,1572000,4/28/2024,JAPAN
32176,74,1688000,10/22/2023,FRANCE
32177,66,203000,12/23/2023,JAPAN
32178,66,1918000,9/9/2023,ISRAEL
32179,13,998000,5/31/2023,INDIA
32180,22,1694000,5/28/2024,SPAIN
32181,2,1443000,2/27/2023,JAPAN
32182,24,1025000,5/13/2023,ISRAEL
32183,52,1681000,3/14/2023,ISRAEL
32184,24,1341000,4/30/2023,ISRAEL
32185,20,126000,9/24/2024,BRAZIL
32186,60,16000,11/17/2023,SPAIN
32187,50,293000,4/21/2024,CANADA
32188,70,1295000,7/17/2024,ISRAEL
32189,15,1995000,10/11/2023,GERMANY
32190,18,1943000,5/24/2024,CHINA
32191,41,1149000,9/25/2024,INDIA
32192,26,984000,8/2/2024,ISRAEL
32193,8,1185000,9/8/2024,INDIA
32194,28,1329000,8/28/2023,JAPAN
32195,67,1055000,7/24/2023,SPAIN
32196,19,467000,11/26/2023,JAPAN
32197,73,354000,1/14/2024,INDIA
32198,41,1022000,4/21/2024,JAPAN
32199,12,1528000,6/15/2024,BRAZIL
32200,41,1626000,12/31/2024,CHINA
32201,51,379000,4/22/2024,ISRAEL
32202,6,1803000,4/20/2024,INDIA
32203,1,1843000,8/25/2024,FRANCE
32204,43,349000,5/19/2024,ISRAEL
32205,48,978000,4/29/2024,BRAZIL
32206,20,896000,7/5/2024,SPAIN
32207,40,530000,10/9/2024,INDIA
32208,8,1144000,6/15/2023,ISRAEL
32209,60,1653000,7/30/2023,FRANCE
32210,72,619000,3/4/2023,GERMANY
32211,64,1410000,4/15/2024,CANADA
32212,24,208000,12/18/2023,ISRAEL
32213,72,1200000,3/12/2024,JAPAN
32214,35,1977000,2/17/2024,ISRAEL
32215,50,569000,10/31/2024,SPAIN
32216,9,1733000,10/5/2024,CHINA
32217,69,1126000,8/1/2024,CHINA
32218,46,1868000,7/13/2024,CANADA
32219,47,1658000,11/10/2024,CHINA
32220,6,63000,5/19/2024,ISRAEL
32221,66,1141000,8/24/2023,JAPAN
32222,31,1380000,6/2/2024,FRANCE
32223,61,606000,12/23/2023,FRANCE
32224,52,948000,8/27/2023,JAPAN
32225,60,916000,12/12/2024,SPAIN
32226,68,329000,12/27/2023,ISRAEL
32227,31,555000,5/7/2023,INDIA
32228,74,1391000,1/29/2024,CANADA
32229,34,1671000,6/18/2023,SPAIN
32230,31,366000,8/14/2024,FRANCE
32231,27,1216000,11/13/2023,SPAIN
32232,50,489000,11/27/2023,CHINA
32233,53,1273000,4/23/2023,FRANCE
32234,69,847000,12/23/2023,INDIA
32235,23,1141000,11/13/2024,GERMANY
32236,45,1347000,2/3/2024,JAPAN
32237,45,31000,2/28/2024,CANADA
32238,38,114000,3/13/2023,ISRAEL
32239,62,462000,6/4/2023,ISRAEL
32240,66,1688000,6/20/2024,BRAZIL
32241,55,667000,6/15/2024,JAPAN
32242,37,1847000,12/20/2023,CANADA
32243,71,439000,12/6/2023,FRANCE
32244,32,510000,6/25/2024,ISRAEL
32245,58,725000,4/19/2023,FRANCE
32246,52,842000,12/30/2023,ISRAEL
32247,39,567000,8/28/2024,INDIA
32248,27,1444000,12/6/2023,CHINA
32249,17,1025000,3/18/2024,INDIA
32250,71,95000,1/21/2024,ISRAEL
32251,58,1056000,9/29/2024,INDIA
32252,27,1172000,10/11/2024,ISRAEL
32253,20,1230000,10/14/2024,GERMANY
32254,59,1348000,6/12/2023,CANADA
32255,37,301000,9/13/2023,GERMANY
32256,43,321000,9/24/2023,SPAIN
32257,49,548000,9/7/2023,JAPAN
32258,21,801000,2/13/2024,GERMANY
32259,62,865000,5/13/2023,GERMANY
32260,24,1528000,8/14/2024,JAPAN
32261,41,228000,10/28/2023,INDIA
32262,26,121000,12/1/2023,CHINA
32263,14,893000,10/28/2023,SPAIN
32264,18,626000,11/18/2024,CANADA
32265,63,1562000,5/30/2023,CHINA
32266,22,1065000,1/5/2025,INDIA
32267,1,1032000,12/8/2024,CANADA
32268,1,142000,10/2/2023,INDIA
32269,73,621000,7/19/2023,INDIA
32270,48,839000,9/4/2023,GERMANY
32271,67,1303000,12/24/2023,ISRAEL
32272,36,1066000,6/4/2024,FRANCE
32273,51,1916000,9/21/2024,CHINA
32274,29,1074000,5/23/2023,FRANCE
32275,18,182000,9/25/2023,SPAIN
32276,38,458000,2/26/2024,ISRAEL
32277,35,1473000,2/21/2023,INDIA
32278,2,1447000,7/7/2024,SPAIN
32279,8,1755000,6/15/2023,BRAZIL
32280,45,1837000,11/10/2023,JAPAN
32281,65,1904000,11/7/2024,BRAZIL
32282,72,377000,9/2/2024,GERMANY
32283,73,569000,10/31/2023,ISRAEL
32284,61,382000,11/20/2023,GERMANY
32285,30,1559000,7/19/2023,CHINA
32286,29,518000,12/7/2023,INDIA
32287,38,233000,5/3/2023,FRANCE
32288,74,1183000,7/5/2024,FRANCE
32289,54,1631000,8/3/2024,CHINA
32290,54,1015000,11/12/2023,SPAIN
32291,23,1857000,7/2/2023,CHINA
32292,48,1934000,12/8/2023,SPAIN
32293,26,1768000,3/26/2024,BRAZIL
32294,17,383000,7/5/2024,GERMANY
32295,21,111000,3/19/2024,FRANCE
32296,12,1795000,8/28/2024,GERMANY
32297,4,1343000,10/1/2024,CHINA
32298,29,186000,12/7/2024,BRAZIL
32299,31,1373000,7/7/2023,GERMANY
32300,75,878000,9/12/2023,CHINA
32301,27,1098000,11/30/2023,JAPAN
32302,17,1486000,9/18/2023,INDIA
32303,18,1198000,9/5/2023,CANADA
32304,5,1436000,12/11/2024,FRANCE
32305,13,153000,7/5/2023,ISRAEL
32306,41,268000,2/15/2024,FRANCE
32307,62,638000,10/9/2024,CHINA
32308,6,449000,6/16/2023,ISRAEL
32309,67,1909000,11/11/2024,CANADA
32310,13,1534000,4/26/2024,GERMANY
32311,18,1349000,12/19/2023,FRANCE
32312,60,1998000,12/12/2024,CANADA
32313,45,1635000,5/28/2023,ISRAEL
32314,34,1545000,10/2/2023,CANADA
32315,30,1538000,9/23/2023,INDIA
32316,16,1852000,9/13/2024,FRANCE
32317,2,1936000,6/28/2024,CHINA
32318,48,1115000,6/26/2024,FRANCE
32319,59,291000,8/6/2023,JAPAN
32320,43,605000,11/12/2024,GERMANY
32321,46,1781000,11/2/2023,ISRAEL
32322,46,444000,2/13/2024,SPAIN
32323,28,954000,10/16/2023,CANADA
32324,16,1584000,1/8/2024,ISRAEL
32325,75,1140000,7/25/2023,ISRAEL
32326,14,239000,1/11/2024,CHINA
32327,57,647000,5/26/2024,FRANCE
32328,58,668000,9/24/2024,GERMANY
32329,9,1720000,11/21/2023,GERMANY
32330,19,817000,8/2/2024,JAPAN
32331,54,580000,12/22/2023,SPAIN
32332,41,802000,5/3/2024,CANADA
32333,50,951000,10/27/2024,SPAIN
32334,74,1768000,11/30/2023,CHINA
32335,69,1027000,5/15/2023,GERMANY
32336,64,1167000,5/27/2024,GERMANY
32337,47,1457000,4/6/2023,BRAZIL
32338,68,532000,6/9/2024,SPAIN
32339,8,1952000,12/26/2023,JAPAN
32340,2,358000,8/6/2024,GERMANY
32341,38,1105000,11/21/2024,FRANCE
32342,21,256000,11/8/2024,CHINA
32343,14,580000,6/26/2023,INDIA
32344,51,1880000,10/25/2024,FRANCE
32345,63,185000,12/2/2024,CHINA
32346,40,976000,9/27/2023,CANADA
32347,47,798000,4/20/2024,BRAZIL
32348,39,1246000,2/19/2023,FRANCE
32349,38,41000,10/25/2024,GERMANY
32350,55,338000,3/10/2024,GERMANY
32351,4,1242000,1/9/2025,INDIA
32352,66,1132000,11/14/2024,FRANCE
32353,35,856000,7/14/2024,BRAZIL
32354,62,1680000,7/31/2024,JAPAN
32355,9,1837000,11/3/2023,ISRAEL
32356,66,767000,4/13/2024,CHINA
32357,54,119000,1/1/2025,INDIA
32358,45,1243000,8/17/2024,JAPAN
32359,41,901000,8/30/2024,FRANCE
32360,42,1838000,1/10/2025,ISRAEL
32361,53,740000,5/3/2023,GERMANY
32362,31,1359000,7/3/2023,GERMANY
32363,45,1132000,7/28/2024,INDIA
32364,38,59000,6/6/2024,FRANCE
32365,51,1795000,12/12/2024,CHINA
32366,28,101000,8/24/2024,SPAIN
32367,8,565000,4/16/2023,ISRAEL
32368,28,2000,3/15/2024,CANADA
32369,19,469000,7/29/2024,ISRAEL
32370,12,1419000,3/25/2023,JAPAN
32371,15,1676000,12/30/2023,FRANCE
32372,37,903000,5/9/2024,FRANCE
32373,53,1252000,1/31/2024,CHINA
32374,22,1516000,11/9/2023,CHINA
32375,51,1192000,1/9/2025,CHINA
32376,22,1162000,7/31/2023,FRANCE
32377,70,131000,3/24/2024,BRAZIL
32378,18,1373000,4/19/2024,INDIA
32379,27,875000,1/5/2024,INDIA
32380,34,1158000,4/9/2023,SPAIN
32381,66,49000,7/24/2023,CHINA
32382,59,1164000,5/22/2023,SPAIN
32383,37,751000,11/19/2023,INDIA
32384,36,1228000,5/28/2023,CANADA
32385,68,1925000,6/13/2024,FRANCE
32386,4,674000,11/5/2023,FRANCE
32387,23,505000,8/25/2023,BRAZIL
32388,8,202000,5/14/2023,BRAZIL
32389,31,1202000,3/8/2023,CANADA
32390,9,384000,8/17/2023,SPAIN
32391,24,729000,11/29/2024,INDIA
32392,41,313000,2/5/2024,GERMANY
32393,10,1539000,1/15/2024,FRANCE
32394,22,1828000,12/11/2024,INDIA
32395,71,1174000,4/11/2024,CHINA
32396,60,505000,9/13/2024,SPAIN
32397,25,1279000,3/13/2023,CHINA
32398,27,1924000,8/20/2023,GERMANY
32399,38,1541000,4/8/2024,GERMANY
32400,3,1142000,11/6/2024,ISRAEL
32401,35,1813000,5/18/2023,CHINA
32402,5,448000,10/10/2024,CHINA
32403,67,1185000,3/10/2024,GERMANY
32404,2,165000,12/6/2024,SPAIN
32405,43,271000,9/29/2024,FRANCE
32406,60,1747000,6/15/2023,INDIA
32407,23,739000,4/18/2023,FRANCE
32408,33,918000,8/25/2023,GERMANY
32409,2,1137000,10/21/2023,SPAIN
32410,27,337000,3/23/2024,GERMANY
32411,34,1098000,4/15/2024,ISRAEL
32412,65,849000,7/17/2024,GERMANY
32413,39,1817000,9/15/2024,FRANCE
32414,19,537000,3/29/2023,CHINA
32415,4,1138000,4/21/2024,CHINA
32416,13,636000,1/9/2025,GERMANY
32417,71,223000,12/10/2023,GERMANY
32418,28,1890000,8/1/2024,INDIA
32419,26,1215000,9/29/2024,GERMANY
32420,31,722000,12/7/2024,CANADA
32421,21,197000,6/13/2023,ISRAEL
32422,15,448000,5/10/2023,FRANCE
32423,64,1426000,5/15/2023,CANADA
32424,58,108000,5/27/2023,CHINA
32425,73,455000,11/16/2024,FRANCE
32426,66,1647000,10/16/2023,ISRAEL
32427,34,1490000,8/17/2024,FRANCE
32428,52,1563000,4/30/2024,BRAZIL
32429,12,491000,7/20/2023,ISRAEL
32430,27,1046000,10/5/2023,JAPAN
32431,23,1618000,7/27/2024,ISRAEL
32432,36,826000,1/2/2025,CANADA
32433,19,1616000,1/8/2024,GERMANY
32434,23,724000,11/28/2023,JAPAN
32435,57,1120000,5/5/2024,JAPAN
32436,40,1375000,2/10/2024,ISRAEL
32437,20,1201000,2/27/2023,BRAZIL
32438,46,725000,4/14/2024,CANADA
32439,15,1602000,3/30/2024,SPAIN
32440,40,889000,10/26/2023,JAPAN
32441,69,994000,4/10/2024,INDIA
32442,59,732000,10/8/2024,ISRAEL
32443,74,1034000,8/3/2024,CHINA
32444,59,1506000,11/29/2024,INDIA
32445,26,1680000,7/13/2024,INDIA
32446,75,696000,12/9/2024,GERMANY
32447,42,274000,11/23/2023,BRAZIL
32448,17,1597000,10/18/2024,INDIA
32449,18,644000,4/21/2024,CANADA
32450,42,610000,6/13/2023,CANADA
32451,22,1551000,8/26/2024,CANADA
32452,54,1159000,6/19/2023,CANADA
32453,31,1247000,9/10/2024,JAPAN
32454,10,811000,3/1/2024,FRANCE
32455,22,272000,3/13/2024,CANADA
32456,25,216000,6/18/2023,GERMANY
32457,2,46000,7/5/2023,BRAZIL
32458,23,1409000,4/16/2023,CANADA
32459,45,1871000,2/10/2024,ISRAEL
32460,28,866000,4/5/2023,FRANCE
32461,16,150000,11/27/2024,GERMANY
32462,53,1082000,11/6/2023,CANADA
32463,1,925000,6/12/2024,FRANCE
32464,41,591000,4/12/2023,SPAIN
32465,12,999000,3/18/2024,CHINA
32466,25,1447000,8/25/2024,JAPAN
32467,35,681000,6/17/2024,BRAZIL
32468,23,902000,4/29/2023,GERMANY
32469,26,747000,3/21/2023,ISRAEL
32470,72,1057000,5/23/2024,BRAZIL
32471,64,1528000,6/27/2023,INDIA
32472,62,982000,10/3/2024,SPAIN
32473,52,871000,2/24/2023,CHINA
32474,1,1373000,1/6/2025,SPAIN
32475,61,1308000,10/23/2024,ISRAEL
32476,4,1095000,2/19/2023,SPAIN
32477,58,759000,1/2/2024,JAPAN
32478,35,250000,2/29/2024,GERMANY
32479,10,112000,11/10/2023,CHINA
32480,40,382000,2/19/2024,CANADA
32481,59,869000,2/27/2024,CHINA
32482,58,960000,10/9/2024,SPAIN
32483,55,1353000,4/15/2023,FRANCE
32484,34,200000,7/22/2024,ISRAEL
32485,12,1953000,8/2/2024,JAPAN
32486,35,1969000,8/26/2024,INDIA
32487,31,1397000,2/1/2024,GERMANY
32488,28,1373000,2/9/2024,FRANCE
32489,73,920000,7/3/2023,JAPAN
32490,19,1674000,2/27/2023,CANADA
32491,56,1678000,9/1/2024,BRAZIL
32492,66,45000,4/28/2024,ISRAEL
32493,52,1489000,12/16/2023,JAPAN
32494,36,1922000,9/11/2023,INDIA
32495,64,326000,4/7/2024,JAPAN
32496,7,1381000,12/29/2024,ISRAEL
32497,45,1769000,7/17/2023,CHINA
32498,73,408000,3/29/2023,JAPAN
32499,35,1835000,7/18/2024,FRANCE
32500,31,1034000,6/30/2023,GERMANY
32501,36,1325000,9/1/2023,CANADA
32502,33,344000,6/10/2024,JAPAN
32503,49,1059000,8/27/2024,JAPAN
32504,55,1770000,9/23/2023,INDIA
32505,18,879000,4/17/2024,GERMANY
32506,58,1221000,12/9/2023,CANADA
32507,5,1920000,12/22/2023,BRAZIL
32508,55,1089000,6/25/2024,CANADA
32509,66,990000,3/26/2024,FRANCE
32510,32,622000,4/26/2023,JAPAN
32511,23,1756000,9/13/2023,INDIA
32512,46,1040000,12/22/2024,ISRAEL
32513,20,337000,10/31/2023,FRANCE
32514,7,748000,3/12/2023,BRAZIL
32515,11,556000,1/22/2024,CHINA
32516,60,806000,7/11/2024,FRANCE
32517,22,1755000,4/13/2023,BRAZIL
32518,59,865000,11/18/2023,CANADA
32519,22,1551000,4/2/2023,GERMANY
32520,46,1850000,8/31/2024,BRAZIL
32521,30,1639000,3/20/2023,CHINA
32522,49,1961000,10/19/2023,CHINA
32523,18,382000,3/4/2024,BRAZIL
32524,5,1789000,10/10/2023,GERMANY
32525,33,1563000,11/24/2024,SPAIN
32526,64,395000,2/17/2023,CANADA
32527,52,956000,5/21/2023,FRANCE
32528,60,1980000,12/6/2023,GERMANY
32529,26,440000,10/14/2023,CHINA
32530,43,808000,3/2/2023,INDIA
32531,1,87000,8/27/2024,SPAIN
32532,60,970000,8/30/2024,CANADA
32533,61,1542000,11/12/2024,CANADA
32534,14,1433000,2/4/2024,ISRAEL
32535,12,948000,8/6/2024,INDIA
32536,62,872000,7/13/2023,BRAZIL
32537,31,203000,3/19/2023,ISRAEL
32538,50,835000,5/11/2023,BRAZIL
32539,5,645000,7/4/2023,CHINA
32540,3,559000,1/26/2024,GERMANY
32541,10,900000,9/8/2024,BRAZIL
32542,54,1301000,1/12/2024,FRANCE
32543,4,277000,3/31/2023,INDIA
32544,12,1459000,10/7/2024,BRAZIL
32545,32,601000,1/17/2024,CANADA
32546,14,615000,4/23/2023,JAPAN
32547,1,296000,3/29/2023,INDIA
32548,24,481000,4/5/2023,BRAZIL
32549,57,44000,10/7/2023,CANADA
32550,44,1132000,11/18/2023,CHINA
32551,72,1038000,2/15/2024,SPAIN
32552,32,48000,1/1/2024,CANADA
32553,74,1769000,6/24/2024,BRAZIL
32554,48,1135000,3/9/2024,GERMANY
32555,49,1840000,2/25/2023,ISRAEL
32556,34,514000,12/2/2024,INDIA
32557,52,1013000,5/9/2024,JAPAN
32558,6,216000,5/7/2024,ISRAEL
32559,42,1728000,2/19/2023,FRANCE
32560,42,1539000,3/19/2024,GERMANY
32561,9,97000,3/30/2024,BRAZIL
32562,66,742000,7/21/2024,JAPAN
32563,74,268000,4/8/2024,BRAZIL
32564,32,135000,4/13/2023,INDIA
32565,54,775000,7/22/2024,JAPAN
32566,66,1701000,3/7/2024,INDIA
32567,16,1770000,3/16/2023,SPAIN
32568,21,1166000,11/10/2024,GERMANY
32569,5,1435000,5/17/2023,FRANCE
32570,18,1209000,7/30/2024,JAPAN
32571,21,1420000,8/20/2024,CHINA
32572,31,370000,9/6/2023,ISRAEL
32573,7,1114000,11/5/2023,CANADA
32574,29,1759000,6/19/2023,ISRAEL
32575,25,1148000,12/17/2023,ISRAEL
32576,52,1174000,9/6/2024,FRANCE
32577,64,717000,5/4/2024,FRANCE
32578,72,449000,11/1/2023,SPAIN
32579,22,926000,4/5/2024,ISRAEL
32580,54,1976000,12/1/2024,JAPAN
32581,41,21000,5/14/2023,CANADA
32582,49,1761000,8/5/2023,FRANCE
32583,75,1428000,5/3/2024,CANADA
32584,33,111000,1/1/2025,FRANCE
32585,44,1854000,3/6/2023,SPAIN
32586,63,1756000,9/15/2023,CANADA
32587,18,1476000,6/22/2024,FRANCE
32588,75,188000,12/20/2023,CHINA
32589,27,495000,12/18/2024,GERMANY
32590,57,823000,12/5/2024,CHINA
32591,58,1746000,2/28/2024,FRANCE
32592,23,1594000,5/14/2023,CANADA
32593,41,1191000,12/24/2024,CANADA
32594,1,1844000,1/29/2024,INDIA
32595,49,1131000,7/30/2023,CHINA
32596,60,400000,12/22/2023,SPAIN
32597,60,64000,1/10/2024,BRAZIL
32598,61,188000,3/14/2024,ISRAEL
32599,50,102000,2/19/2023,ISRAEL
32600,17,989000,5/12/2024,INDIA
32601,61,1934000,5/17/2023,JAPAN
32602,61,1636000,11/21/2024,CANADA
32603,66,212000,11/25/2024,CANADA
32604,38,1098000,5/25/2024,CANADA
32605,71,656000,6/8/2023,BRAZIL
32606,11,1579000,2/22/2023,CHINA
32607,2,880000,3/8/2024,SPAIN
32608,74,1370000,12/22/2023,BRAZIL
32609,19,828000,6/21/2023,FRANCE
32610,15,602000,8/29/2023,CHINA
32611,69,238000,11/18/2023,ISRAEL
32612,39,332000,4/10/2023,CHINA
32613,52,165000,5/25/2024,SPAIN
32614,27,705000,5/3/2023,GERMANY
32615,16,894000,7/13/2024,SPAIN
32616,36,1398000,4/27/2024,FRANCE
32617,11,407000,8/18/2023,CANADA
32618,9,399000,9/28/2024,CHINA
32619,29,1321000,9/11/2023,ISRAEL
32620,30,233000,12/16/2024,JAPAN
32621,3,24000,5/9/2024,SPAIN
32622,6,793000,6/10/2024,CANADA
32623,10,577000,10/7/2024,FRANCE
32624,16,1123000,12/16/2024,ISRAEL
32625,19,984000,7/19/2024,SPAIN
32626,13,1183000,7/26/2023,ISRAEL
32627,53,260000,5/19/2024,BRAZIL
32628,32,1222000,6/10/2023,GERMANY
32629,22,1216000,11/20/2024,SPAIN
32630,48,1053000,6/11/2024,SPAIN
32631,52,72000,11/10/2024,GERMANY
32632,14,996000,1/12/2024,JAPAN
32633,27,1285000,4/27/2024,SPAIN
